Source,Target,Label,Publication_name
84/3994,86/3862,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
84/3994,27/1683,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
84/3994,96/4104,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
84/3994,68/1212,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
84/3994,29/7058,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
86/3862,27/1683,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
86/3862,96/4104,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
86/3862,68/1212,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
86/3862,29/7058,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
27/1683,96/4104,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
27/1683,68/1212,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
27/1683,29/7058,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
96/4104,68/1212,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
96/4104,29/7058,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
68/1212,29/7058,329975,"Advances in Neural Information Processing Systems 32 - Annual Conference on Neural Information Processing Systems 2019, NeurIPS 2019, 8-14 December 2019, Vancouver, BC, Canada."
46/7793,16/4505,333668,"Unsupervised Learning of Neural Networks to Explain Neural Networks (extended abstract)."
46/7793,18/568,333668,"Unsupervised Learning of Neural Networks to Explain Neural Networks (extended abstract)."
16/4505,18/568,333668,"Unsupervised Learning of Neural Networks to Explain Neural Networks (extended abstract)."
153/2097,153/2097,336508,"Scaling Limits of Wide Neural Networks with Weight Sharing - Gaussian Process Behavior, Gradient Independence, and Neural Tangent Kernel Derivation."
236/4547,247/8660,337112,"Using an Ancillary Neural Network to Capture Weekends and Holidays in an Adjoint Neural Network Architecture for Intelligent Building Management."
236/4547,55/3805,337112,"Using an Ancillary Neural Network to Capture Weekends and Holidays in an Adjoint Neural Network Architecture for Intelligent Building Management."
247/8660,55/3805,337112,"Using an Ancillary Neural Network to Capture Weekends and Holidays in an Adjoint Neural Network Architecture for Intelligent Building Management."
236/5814,14/5737,338120,"Graph Neural Processes - Towards Bayesian Graph Neural Networks."
169/9748,33/3791,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
169/9748,178/8539,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
169/9748,t/YuandongTian,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
169/9748,f/RFonseca,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
33/3791,178/8539,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
33/3791,t/YuandongTian,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
33/3791,f/RFonseca,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
178/8539,t/YuandongTian,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
178/8539,f/RFonseca,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
t/YuandongTian,f/RFonseca,341869,"AlphaX - eXploring Neural Architectures with Deep Neural Networks and Monte Carlo Tree Search."
63/7799,15/9005,344207,"Neuralogram - A Deep Neural Network Based Representation for Audio Signals."
63/7799,72/6104,344207,"Neuralogram - A Deep Neural Network Based Representation for Audio Signals."
15/9005,72/6104,344207,"Neuralogram - A Deep Neural Network Based Representation for Audio Signals."
03/1094,160/8097,345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
03/1094,71/9062,345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
03/1094,00/7739,345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
160/8097,71/9062,345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
160/8097,00/7739,345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
71/9062,00/7739,345664,"Critically Examining the "Neural Hype" - Weak Baselines and the Additivity of Effectiveness Gains from Neural Ranking Models."
145/9981,52/8573,346707,"Deferred Neural Rendering - Image Synthesis using Neural Textures."
145/9981,84/8221,346707,"Deferred Neural Rendering - Image Synthesis using Neural Textures."
52/8573,84/8221,346707,"Deferred Neural Rendering - Image Synthesis using Neural Textures."
36/1838,136/5442,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
36/1838,230/4398,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
36/1838,166/0573,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
36/1838,86/5857,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
36/1838,h/TiejunHuang,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
36/1838,66/10525,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
136/5442,230/4398,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
136/5442,166/0573,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
136/5442,86/5857,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
136/5442,h/TiejunHuang,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
136/5442,66/10525,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
230/4398,166/0573,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
230/4398,86/5857,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
230/4398,h/TiejunHuang,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
230/4398,66/10525,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
166/0573,86/5857,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
166/0573,h/TiejunHuang,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
166/0573,66/10525,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
86/5857,h/TiejunHuang,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
86/5857,66/10525,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
h/TiejunHuang,66/10525,346938,"Reconstruction of Natural Visual Scenes from Neural Spikes with Deep Neural Networks."
208/8007,241/9613,351355,"Single neuron-based neural networks are as efficient as dense deep neural networks in binary and multi-class recognition problems."
208/8007,09/7822,351355,"Single neuron-based neural networks are as efficient as dense deep neural networks in binary and multi-class recognition problems."
241/9613,09/7822,351355,"Single neuron-based neural networks are as efficient as dense deep neural networks in binary and multi-class recognition problems."
176/5602,224/0057,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
176/5602,15/4829,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
176/5602,62/5884,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
176/5602,183/6164,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
176/5602,177/6079,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
224/0057,15/4829,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
224/0057,62/5884,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
224/0057,183/6164,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
224/0057,177/6079,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
15/4829,62/5884,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
15/4829,183/6164,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
15/4829,177/6079,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
62/5884,183/6164,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
62/5884,177/6079,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
183/6164,177/6079,351787,"Graph Neural Tangent Kernel - Fusing Graph Neural Networks with Graph Kernels."
205/2860,199/2689,352182,"NeuralDivergence - Exploring and Understanding Neural Networks by Comparing Activation Distributions."
205/2860,10/2670,352182,"NeuralDivergence - Exploring and Understanding Neural Networks by Comparing Activation Distributions."
199/2689,10/2670,352182,"NeuralDivergence - Exploring and Understanding Neural Networks by Comparing Activation Distributions."
205/2594,242/7909,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
205/2594,03/7627,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
205/2594,152/6599,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
205/2594,66/6804,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
205/2594,14/2770,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
242/7909,03/7627,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
242/7909,152/6599,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
242/7909,66/6804,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
242/7909,14/2770,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
03/7627,152/6599,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
03/7627,66/6804,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
03/7627,14/2770,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
152/6599,66/6804,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
152/6599,14/2770,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
66/6804,14/2770,353005,"Neural SDE - Stabilizing Neural ODE Networks with Stochastic Noise."
23/3287,39/449,355768,"Fractional-order Backpropagation Neural Networks - Modified Fractional-order Steepest Descent Method for Family of Backpropagation Neural Networks."
171/7773,15/9453,357061,"Neural Dynamics Discovery via Gaussian Process Recurrent Neural Networks."
244/9993,55/130,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9993,217/3528,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9993,244/9498,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9993,147/5169,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9993,180/0823,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9993,60/7025,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9993,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
55/130,217/3528,358830,"Learning to learn with quantum neural networks via classical neural networks."
55/130,244/9498,358830,"Learning to learn with quantum neural networks via classical neural networks."
55/130,147/5169,358830,"Learning to learn with quantum neural networks via classical neural networks."
55/130,180/0823,358830,"Learning to learn with quantum neural networks via classical neural networks."
55/130,60/7025,358830,"Learning to learn with quantum neural networks via classical neural networks."
55/130,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
217/3528,244/9498,358830,"Learning to learn with quantum neural networks via classical neural networks."
217/3528,147/5169,358830,"Learning to learn with quantum neural networks via classical neural networks."
217/3528,180/0823,358830,"Learning to learn with quantum neural networks via classical neural networks."
217/3528,60/7025,358830,"Learning to learn with quantum neural networks via classical neural networks."
217/3528,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9498,147/5169,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9498,180/0823,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9498,60/7025,358830,"Learning to learn with quantum neural networks via classical neural networks."
244/9498,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
147/5169,180/0823,358830,"Learning to learn with quantum neural networks via classical neural networks."
147/5169,60/7025,358830,"Learning to learn with quantum neural networks via classical neural networks."
147/5169,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
180/0823,60/7025,358830,"Learning to learn with quantum neural networks via classical neural networks."
180/0823,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
60/7025,132/9084,358830,"Learning to learn with quantum neural networks via classical neural networks."
127/5754,127/5234,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5754,239/2003,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5754,247/9375,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5754,247/9642,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5754,75/7457,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5754,12/1751,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5754,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5234,239/2003,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5234,247/9375,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5234,247/9642,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5234,75/7457,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5234,12/1751,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
127/5234,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
239/2003,247/9375,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
239/2003,247/9642,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
239/2003,75/7457,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
239/2003,12/1751,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
239/2003,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9375,247/9642,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9375,75/7457,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9375,12/1751,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9375,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9642,75/7457,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9642,12/1751,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
247/9642,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
75/7457,12/1751,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
75/7457,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
12/1751,35/5410,364821,"Plexus Convolutional Neural Network (PlexusNet) - A novel neural network architecture for histologic image analysis."
228/1590,180/0351,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1590,228/1824,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1590,156/7882,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1590,36/4118,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1590,24/3343,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
180/0351,228/1824,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
180/0351,156/7882,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
180/0351,36/4118,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
180/0351,24/3343,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1824,156/7882,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1824,36/4118,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
228/1824,24/3343,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
156/7882,36/4118,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
156/7882,24/3343,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
36/4118,24/3343,366299,"An efficient and perceptually motivated auditory neural encoding and decoding algorithm for spiking neural networks."
178/7315,204/3393,366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
178/7315,25/692,366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
178/7315,24/7536,366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
204/3393,25/692,366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
204/3393,24/7536,366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
25/692,24/7536,366971,"Auto-GNN - Neural Architecture Search of Graph Neural Networks."
230/4534,249/2831,368868,"Dynamics of Deep Neural Networks and Neural Tangent Hierarchy."
205/2610,37/1282,369965,"Automated identification of neural cells in the multi-photon images using deep-neural networks."
151/9349,205/2692,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
151/9349,129/1281,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
151/9349,84/6696,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
151/9349,r/DanielaRus,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
205/2692,129/1281,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
205/2692,84/6696,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
205/2692,r/DanielaRus,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
129/1281,84/6696,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
129/1281,r/DanielaRus,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
84/6696,r/DanielaRus,372978,"SiPPing Neural Networks - Sensitivity-informed Provable Pruning of Neural Networks."
136/9162,120/7593,375371,"BANANAS - Bayesian Optimization with Neural Architectures for Neural Architecture Search."
136/9162,251/8428,375371,"BANANAS - Bayesian Optimization with Neural Architectures for Neural Architecture Search."
120/7593,251/8428,375371,"BANANAS - Bayesian Optimization with Neural Architectures for Neural Architecture Search."
04/8328,249/8434,378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
04/8328,202/8041,378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
04/8328,249/8120,378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
249/8434,202/8041,378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
249/8434,249/8120,378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
202/8041,249/8120,378437,"Decoding Neural Responses in Mouse Visual Cortex through a Deep Neural Network."
254/0954,254/0954,378502,"Neural Network Processing Neural Networks - An efficient way to learn higher order functions."
199/2201,199/1993,379357,"Periodic Spectral Ergodicity - A Complexity Measure for Deep Neural Networks and Neural Architecture Search."
199/2201,57/6298,379357,"Periodic Spectral Ergodicity - A Complexity Measure for Deep Neural Networks and Neural Architecture Search."
199/1993,57/6298,379357,"Periodic Spectral Ergodicity - A Complexity Measure for Deep Neural Networks and Neural Architecture Search."
252/5501,80/5718,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
252/5501,202/5754,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
252/5501,254/1907,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
252/5501,136/0864,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
252/5501,155/6805,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
252/5501,85/1289,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
252/5501,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
80/5718,202/5754,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
80/5718,254/1907,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
80/5718,136/0864,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
80/5718,155/6805,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
80/5718,85/1289,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
80/5718,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
202/5754,254/1907,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
202/5754,136/0864,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
202/5754,155/6805,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
202/5754,85/1289,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
202/5754,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
254/1907,136/0864,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
254/1907,155/6805,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
254/1907,85/1289,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
254/1907,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
136/0864,155/6805,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
136/0864,85/1289,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
136/0864,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
155/6805,85/1289,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
155/6805,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
85/1289,88/4427,380258,"Artificial neural networks in action for an automated cell-type classification of biological neural networks."
21/6891,157/6334,381808,"Neural Predictor for Neural Architecture Search."
21/6891,30/5330,381808,"Neural Predictor for Neural Architecture Search."
21/6891,80/1641,381808,"Neural Predictor for Neural Architecture Search."
21/6891,92/9726,381808,"Neural Predictor for Neural Architecture Search."
21/6891,118/8180,381808,"Neural Predictor for Neural Architecture Search."
157/6334,30/5330,381808,"Neural Predictor for Neural Architecture Search."
157/6334,80/1641,381808,"Neural Predictor for Neural Architecture Search."
157/6334,92/9726,381808,"Neural Predictor for Neural Architecture Search."
157/6334,118/8180,381808,"Neural Predictor for Neural Architecture Search."
30/5330,80/1641,381808,"Neural Predictor for Neural Architecture Search."
30/5330,92/9726,381808,"Neural Predictor for Neural Architecture Search."
30/5330,118/8180,381808,"Neural Predictor for Neural Architecture Search."
80/1641,92/9726,381808,"Neural Predictor for Neural Architecture Search."
80/1641,118/8180,381808,"Neural Predictor for Neural Architecture Search."
92/9726,118/8180,381808,"Neural Predictor for Neural Architecture Search."
239/8862,45/2527,381995,"Neural Network Branching for Neural Network Verification."
13/2476,222/3238,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
13/2476,209/4975,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
13/2476,95/386,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
13/2476,160/8158,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
13/2476,51/7117,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
13/2476,190/7108,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
222/3238,209/4975,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
222/3238,95/386,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
222/3238,160/8158,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
222/3238,51/7117,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
222/3238,190/7108,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
209/4975,95/386,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
209/4975,160/8158,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
209/4975,51/7117,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
209/4975,190/7108,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
95/386,160/8158,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
95/386,51/7117,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
95/386,190/7108,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
160/8158,51/7117,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
160/8158,190/7108,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
51/7117,190/7108,382495,"Neural Tangents - Fast and Easy Infinite Neural Networks in Python."
238/6322,200/5842,383127,"Neural-IR-Explorer - A Content-Focused Tool to Explore Neural Re-Ranking Results."
238/6322,55/6683,383127,"Neural-IR-Explorer - A Content-Focused Tool to Explore Neural Re-Ranking Results."
200/5842,55/6683,383127,"Neural-IR-Explorer - A Content-Focused Tool to Explore Neural Re-Ranking Results."
255/5831,49/5577,385213,"An uncertainty principle for neural coding - Conjugate representations of position and velocity are mapped onto firing rates and co-firing rates of neural spike trains."
234/0656,234/0656,388848,"Forecasting the Neural Time Series - Deep Neural Networks for Predicting Event-Related EEG Responses."
167/4756,167/4756,390580,"Neural and non-neural approaches to authorship attribution."
32/11535-1,40/7475,392087,"A Guide to Convolutional Neural Networks for Computer Vision"
